"REGION","Region","LOCATION","Country","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"REG1_3","Asia","LAO","Lao People's Democratic Republic","RPI","Restricted physical integrity","2023","2023",27.6,,
"REG1_3","Asia","LAO","Lao People's Democratic Republic","RAPFR","Access to productive and financial assets","2023","2023",24.8,,
"REG1_3","Asia","LAO","Lao People's Democratic Republic","RCL","Restricted civil liberties","2023","2023",23.1,,
"REG1_5","All regions","LAO","Lao People's Democratic Republic","SIGI","SIGI 2023","2023","2023",25.1,,
"REG1_5","All regions","LAO","Lao People's Democratic Republic","DF","Discrimination in the family","2023","2023",24.8,,
"REG1_5","All regions","LAO","Lao People's Democratic Republic","RPI","Restricted physical integrity","2023","2023",27.6,,
"REG1_5","All regions","LAO","Lao People's Democratic Republic","RAPFR","Access to productive and financial assets","2023","2023",24.8,,
"REG1_5","All regions","LAO","Lao People's Democratic Republic","RCL","Restricted civil liberties","2023","2023",23.1,,
"REG1_4","Europe","LVA","Latvia","SIGI","SIGI 2023","2023","2023",12.8,,
"REG1_4","Europe","LVA","Latvia","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_4","Europe","LVA","Latvia","RPI","Restricted physical integrity","2023","2023",19.4,,
"REG1_4","Europe","LVA","Latvia","RAPFR","Access to productive and financial assets","2023","2023",0.8,,
"REG1_4","Europe","LVA","Latvia","RCL","Restricted civil liberties","2023","2023",21.9,,
"REG1_5","All regions","LVA","Latvia","SIGI","SIGI 2023","2023","2023",12.8,,
"REG1_5","All regions","LVA","Latvia","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_5","All regions","LVA","Latvia","RPI","Restricted physical integrity","2023","2023",19.4,,
"REG1_5","All regions","LVA","Latvia","RAPFR","Access to productive and financial assets","2023","2023",0.8,,
"REG1_5","All regions","LVA","Latvia","RCL","Restricted civil liberties","2023","2023",21.9,,
"REG1_3","Asia","LBN","Lebanon","SIGI","SIGI 2023","2023","2023",57.1,,
"REG1_3","Asia","LBN","Lebanon","DF","Discrimination in the family","2023","2023",88.9,,
"REG1_3","Asia","LBN","Lebanon","RPI","Restricted physical integrity","2023","2023",36,,
"REG1_3","Asia","LBN","Lebanon","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_3","Asia","LBN","Lebanon","RCL","Restricted civil liberties","2023","2023",55.4,,
"REG1_5","All regions","LBN","Lebanon","SIGI","SIGI 2023","2023","2023",57.1,,
"REG1_5","All regions","LBN","Lebanon","DF","Discrimination in the family","2023","2023",88.9,,
"REG1_5","All regions","LBN","Lebanon","RPI","Restricted physical integrity","2023","2023",36,,
"REG1_5","All regions","LBN","Lebanon","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_5","All regions","LBN","Lebanon","RCL","Restricted civil liberties","2023","2023",55.4,,
"REG1_1","Africa","LSO","Lesotho","SIGI","SIGI 2023","2023","2023",37.5,,
"REG1_1","Africa","LSO","Lesotho","DF","Discrimination in the family","2023","2023",64,,
"REG1_1","Africa","LSO","Lesotho","RPI","Restricted physical integrity","2023","2023",21.2,,
"REG1_1","Africa","LSO","Lesotho","RAPFR","Access to productive and financial assets","2023","2023",46.2,,
"REG1_1","Africa","LSO","Lesotho","RCL","Restricted civil liberties","2023","2023",9.5,,
"REG1_5","All regions","LSO","Lesotho","SIGI","SIGI 2023","2023","2023",37.5,,
"REG1_5","All regions","LSO","Lesotho","DF","Discrimination in the family","2023","2023",64,,
"REG1_5","All regions","LSO","Lesotho","RPI","Restricted physical integrity","2023","2023",21.2,,
"REG1_5","All regions","LSO","Lesotho","RAPFR","Access to productive and financial assets","2023","2023",46.2,,
"REG1_5","All regions","LSO","Lesotho","RCL","Restricted civil liberties","2023","2023",9.5,,
"REG1_1","Africa","LBR","Liberia","SIGI","SIGI 2023","2023","2023",38.3,,
"REG1_1","Africa","LBR","Liberia","DF","Discrimination in the family","2023","2023",59.8,,
"REG1_1","Africa","LBR","Liberia","RPI","Restricted physical integrity","2023","2023",42.6,,
"REG1_1","Africa","LBR","Liberia","RAPFR","Access to productive and financial assets","2023","2023",27.6,,
"REG1_1","Africa","LBR","Liberia","RCL","Restricted civil liberties","2023","2023",18.4,,
"REG1_5","All regions","LBR","Liberia","SIGI","SIGI 2023","2023","2023",38.3,,
"REG1_5","All regions","LBR","Liberia","DF","Discrimination in the family","2023","2023",59.8,,
"REG1_5","All regions","LBR","Liberia","RPI","Restricted physical integrity","2023","2023",42.6,,
"REG1_5","All regions","LBR","Liberia","RAPFR","Access to productive and financial assets","2023","2023",27.6,,
"REG1_5","All regions","LBR","Liberia","RCL","Restricted civil liberties","2023","2023",18.4,,
"REG1_1","Africa","LBY","Libya","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_1","Africa","LBY","Libya","RCL","Restricted civil liberties","2023","2023",72.1,,
"REG1_5","All regions","LBY","Libya","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_5","All regions","LBY","Libya","RCL","Restricted civil liberties","2023","2023",72.1,,
"REG1_4","Europe","LTU","Lithuania","SIGI","SIGI 2023","2023","2023",12.3,,
"REG1_4","Europe","LTU","Lithuania","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_4","Europe","LTU","Lithuania","RPI","Restricted physical integrity","2023","2023",14.8,,
"REG1_4","Europe","LTU","Lithuania","RAPFR","Access to productive and financial assets","2023","2023",6.7,,
"REG1_4","Europe","LTU","Lithuania","RCL","Restricted civil liberties","2023","2023",19.2,,
"REG1_5","All regions","LTU","Lithuania","SIGI","SIGI 2023","2023","2023",12.3,,
"REG1_5","All regions","LTU","Lithuania","DF","Discrimination in the family","2023","2023",7.9,,
"REG1_5","All regions","LTU","Lithuania","RPI","Restricted physical integrity","2023","2023",14.8,,
"REG1_5","All regions","LTU","Lithuania","RAPFR","Access to productive and financial assets","2023","2023",6.7,,
"REG1_5","All regions","LTU","Lithuania","RCL","Restricted civil liberties","2023","2023",19.2,,
"REG1_4","Europe","MKD","North Macedonia","SIGI","SIGI 2023","2023","2023",22,,
"REG1_4","Europe","MKD","North Macedonia","DF","Discrimination in the family","2023","2023",8.5,,
"REG1_4","Europe","MKD","North Macedonia","RPI","Restricted physical integrity","2023","2023",22.8,,
"REG1_4","Europe","MKD","North Macedonia","RAPFR","Access to productive and financial assets","2023","2023",38.1,,
"REG1_4","Europe","MKD","North Macedonia","RCL","Restricted civil liberties","2023","2023",16.3,,
"REG1_5","All regions","MKD","North Macedonia","SIGI","SIGI 2023","2023","2023",22,,
"REG1_5","All regions","MKD","North Macedonia","DF","Discrimination in the family","2023","2023",8.5,,
"REG1_5","All regions","MKD","North Macedonia","RPI","Restricted physical integrity","2023","2023",22.8,,
"REG1_5","All regions","MKD","North Macedonia","RAPFR","Access to productive and financial assets","2023","2023",38.1,,
"REG1_5","All regions","MKD","North Macedonia","RCL","Restricted civil liberties","2023","2023",16.3,,
"REG1_1","Africa","MDG","Madagascar","SIGI","SIGI 2023","2023","2023",41,,
"REG1_1","Africa","MDG","Madagascar","DF","Discrimination in the family","2023","2023",43.3,,
"REG1_1","Africa","MDG","Madagascar","RPI","Restricted physical integrity","2023","2023",30.9,,
"REG1_1","Africa","MDG","Madagascar","RAPFR","Access to productive and financial assets","2023","2023",38.5,,
"REG1_1","Africa","MDG","Madagascar","RCL","Restricted civil liberties","2023","2023",50.5,,
"REG1_5","All regions","MDG","Madagascar","SIGI","SIGI 2023","2023","2023",41,,
"REG1_5","All regions","MDG","Madagascar","DF","Discrimination in the family","2023","2023",43.3,,
"REG1_5","All regions","MDG","Madagascar","RPI","Restricted physical integrity","2023","2023",30.9,,
"REG1_5","All regions","MDG","Madagascar","RAPFR","Access to productive and financial assets","2023","2023",38.5,,
"REG1_5","All regions","MDG","Madagascar","RCL","Restricted civil liberties","2023","2023",50.5,,
"REG1_1","Africa","MWI","Malawi","SIGI","SIGI 2023","2023","2023",31.5,,
"REG1_1","Africa","MWI","Malawi","DF","Discrimination in the family","2023","2023",12.7,,
"REG1_1","Africa","MWI","Malawi","RPI","Restricted physical integrity","2023","2023",34.1,,
"REG1_1","Africa","MWI","Malawi","RAPFR","Access to productive and financial assets","2023","2023",24.9,,
"REG1_1","Africa","MWI","Malawi","RCL","Restricted civil liberties","2023","2023",50.4,,
"REG1_5","All regions","MWI","Malawi","SIGI","SIGI 2023","2023","2023",31.5,,
"REG1_5","All regions","MWI","Malawi","DF","Discrimination in the family","2023","2023",12.7,,
"REG1_5","All regions","MWI","Malawi","RPI","Restricted physical integrity","2023","2023",34.1,,
"REG1_5","All regions","MWI","Malawi","RAPFR","Access to productive and financial assets","2023","2023",24.9,,
"REG1_5","All regions","MWI","Malawi","RCL","Restricted civil liberties","2023","2023",50.4,,
"REG1_3","Asia","MYS","Malaysia","SIGI","SIGI 2023","2023","2023",61.7,,
"REG1_3","Asia","MYS","Malaysia","DF","Discrimination in the family","2023","2023",85.9,,
"REG1_3","Asia","MYS","Malaysia","RPI","Restricted physical integrity","2023","2023",46.6,,
"REG1_3","Asia","MYS","Malaysia","RAPFR","Access to productive and financial assets","2023","2023",48.5,,
"REG1_3","Asia","MYS","Malaysia","RCL","Restricted civil liberties","2023","2023",60.8,,
"REG1_5","All regions","MYS","Malaysia","SIGI","SIGI 2023","2023","2023",61.7,,
"REG1_5","All regions","MYS","Malaysia","DF","Discrimination in the family","2023","2023",85.9,,
"REG1_5","All regions","MYS","Malaysia","RPI","Restricted physical integrity","2023","2023",46.6,,
"REG1_5","All regions","MYS","Malaysia","RAPFR","Access to productive and financial assets","2023","2023",48.5,,
"REG1_5","All regions","MYS","Malaysia","RCL","Restricted civil liberties","2023","2023",60.8,,
"REG1_3","Asia","MDV","Maldives","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_3","Asia","MDV","Maldives","RPI","Restricted physical integrity","2023","2023",32.2,,
"REG1_3","Asia","MDV","Maldives","RAPFR","Access to productive and financial assets","2023","2023",30.4,,
"REG1_5","All regions","MDV","Maldives","DF","Discrimination in the family","2023","2023",79.9,,
"REG1_5","All regions","MDV","Maldives","RPI","Restricted physical integrity","2023","2023",32.2,,
"REG1_5","All regions","MDV","Maldives","RAPFR","Access to productive and financial assets","2023","2023",30.4,,
"REG1_1","Africa","MLI","Mali","SIGI","SIGI 2023","2023","2023",52.8,,
"REG1_1","Africa","MLI","Mali","DF","Discrimination in the family","2023","2023",69.4,,
"REG1_1","Africa","MLI","Mali","RPI","Restricted physical integrity","2023","2023",55.6,,
"REG1_1","Africa","MLI","Mali","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_1","Africa","MLI","Mali","RCL","Restricted civil liberties","2023","2023",44.9,,
"REG1_5","All regions","MLI","Mali","SIGI","SIGI 2023","2023","2023",52.8,,
"REG1_5","All regions","MLI","Mali","DF","Discrimination in the family","2023","2023",69.4,,
"REG1_5","All regions","MLI","Mali","RPI","Restricted physical integrity","2023","2023",55.6,,
"REG1_5","All regions","MLI","Mali","RAPFR","Access to productive and financial assets","2023","2023",38.8,,
"REG1_5","All regions","MLI","Mali","RCL","Restricted civil liberties","2023","2023",44.9,,
"REG1_4","Europe","MLT","Malta","SIGI","SIGI 2023","2023","2023",19.4,,
"REG1_4","Europe","MLT","Malta","DF","Discrimination in the family","2023","2023",13.1,,
"REG1_4","Europe","MLT","Malta","RPI","Restricted physical integrity","2023","2023",39.3,,
"REG1_4","Europe","MLT","Malta","RAPFR","Access to productive and financial assets","2023","2023",7.1,,
"REG1_4","Europe","MLT","Malta","RCL","Restricted civil liberties","2023","2023",14.7,,
"REG1_5","All regions","MLT","Malta","SIGI","SIGI 2023","2023","2023",19.4,,
"REG1_5","All regions","MLT","Malta","DF","Discrimination in the family","2023","2023",13.1,,
"REG1_5","All regions","MLT","Malta","RPI","Restricted physical integrity","2023","2023",39.3,,
"REG1_5","All regions","MLT","Malta","RAPFR","Access to productive and financial assets","2023","2023",7.1,,
"REG1_5","All regions","MLT","Malta","RCL","Restricted civil liberties","2023","2023",14.7,,
"REG1_1","Africa","MRT","Mauritania","SIGI","SIGI 2023","2023","2023",67.4,,
"REG1_1","Africa","MRT","Mauritania","DF","Discrimination in the family","2023","2023",88,,
"REG1_1","Africa","MRT","Mauritania","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_1","Africa","MRT","Mauritania","RAPFR","Access to productive and financial assets","2023","2023",84.6,,
"REG1_1","Africa","MRT","Mauritania","RCL","Restricted civil liberties","2023","2023",54.6,,
"REG1_5","All regions","MRT","Mauritania","SIGI","SIGI 2023","2023","2023",67.4,,
"REG1_5","All regions","MRT","Mauritania","DF","Discrimination in the family","2023","2023",88,,
"REG1_5","All regions","MRT","Mauritania","RPI","Restricted physical integrity","2023","2023",32.3,,
"REG1_5","All regions","MRT","Mauritania","RAPFR","Access to productive and financial assets","2023","2023",84.6,,
"REG1_5","All regions","MRT","Mauritania","RCL","Restricted civil liberties","2023","2023",54.6,,
"REG1_1","Africa","MUS","Mauritius","DF","Discrimination in the family","2023","2023",47.1,,
"REG1_1","Africa","MUS","Mauritius","RAPFR","Access to productive and financial assets","2023","2023",5.9,,
"REG1_1","Africa","MUS","Mauritius","RCL","Restricted civil liberties","2023","2023",35.2,,
"REG1_5","All regions","MUS","Mauritius","DF","Discrimination in the family","2023","2023",47.1,,
"REG1_5","All regions","MUS","Mauritius","RAPFR","Access to productive and financial assets","2023","2023",5.9,,
"REG1_5","All regions","MUS","Mauritius","RCL","Restricted civil liberties","2023","2023",35.2,,
"REG1_4","Europe","MDA","Moldova","SIGI","SIGI 2023","2023","2023",11,,
"REG1_4","Europe","MDA","Moldova","DF","Discrimination in the family","2023","2023",15,,
"REG1_4","Europe","MDA","Moldova","RPI","Restricted physical integrity","2023","2023",14.8,,
"REG1_4","Europe","MDA","Moldova","RAPFR","Access to productive and financial assets","2023","2023",5.5,,
"REG1_4","Europe","MDA","Moldova","RCL","Restricted civil liberties","2023","2023",8.6,,
"REG1_5","All regions","MDA","Moldova","SIGI","SIGI 2023","2023","2023",11,,
"REG1_5","All regions","MDA","Moldova","DF","Discrimination in the family","2023","2023",15,,
"REG1_5","All regions","MDA","Moldova","RPI","Restricted physical integrity","2023","2023",14.8,,
"REG1_5","All regions","MDA","Moldova","RAPFR","Access to productive and financial assets","2023","2023",5.5,,
"REG1_5","All regions","MDA","Moldova","RCL","Restricted civil liberties","2023","2023",8.6,,
"REG1_3","Asia","MNG","Mongolia","SIGI","SIGI 2023","2023","2023",13.1,,
"REG1_3","Asia","MNG","Mongolia","DF","Discrimination in the family","2023","2023",14.6,,
"REG1_3","Asia","MNG","Mongolia","RPI","Restricted physical integrity","2023","2023",19.9,,
"REG1_3","Asia","MNG","Mongolia","RAPFR","Access to productive and financial assets","2023","2023",3.5,,
"REG1_3","Asia","MNG","Mongolia","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_5","All regions","MNG","Mongolia","SIGI","SIGI 2023","2023","2023",13.1,,
"REG1_5","All regions","MNG","Mongolia","DF","Discrimination in the family","2023","2023",14.6,,
"REG1_5","All regions","MNG","Mongolia","RPI","Restricted physical integrity","2023","2023",19.9,,
"REG1_5","All regions","MNG","Mongolia","RAPFR","Access to productive and financial assets","2023","2023",3.5,,
"REG1_5","All regions","MNG","Mongolia","RCL","Restricted civil liberties","2023","2023",13.8,,
"REG1_1","Africa","MAR","Morocco","SIGI","SIGI 2023","2023","2023",49.3,,
"REG1_1","Africa","MAR","Morocco","DF","Discrimination in the family","2023","2023",80.2,,
"REG1_1","Africa","MAR","Morocco","RPI","Restricted physical integrity","2023","2023",32.8,,
"REG1_1","Africa","MAR","Morocco","RAPFR","Access to productive and financial assets","2023","2023",42.6,,
"REG1_1","Africa","MAR","Morocco","RCL","Restricted civil liberties","2023","2023",33.4,,
"REG1_5","All regions","MAR","Morocco","SIGI","SIGI 2023","2023","2023",49.3,,
"REG1_5","All regions","MAR","Morocco","DF","Discrimination in the family","2023","2023",80.2,,
"REG1_5","All regions","MAR","Morocco","RPI","Restricted physical integrity","2023","2023",32.8,,
"REG1_5","All regions","MAR","Morocco","RAPFR","Access to productive and financial assets","2023","2023",42.6,,
"REG1_5","All regions","MAR","Morocco","RCL","Restricted civil liberties","2023","2023",33.4,,
"REG1_1","Africa","MOZ","Mozambique","SIGI","SIGI 2023","2023","2023",19.2,,
"REG1_1","Africa","MOZ","Mozambique","DF","Discrimination in the family","2023","2023",21.6,,
"REG1_1","Africa","MOZ","Mozambique","RPI","Restricted physical integrity","2023","2023",7.8,,
"REG1_1","Africa","MOZ","Mozambique","RAPFR","Access to productive and financial assets","2023","2023",32.9,,
"REG1_1","Africa","MOZ","Mozambique","RCL","Restricted civil liberties","2023","2023",12.6,,
"REG1_5","All regions","MOZ","Mozambique","SIGI","SIGI 2023","2023","2023",19.2,,
"REG1_5","All regions","MOZ","Mozambique","DF","Discrimination in the family","2023","2023",21.6,,
"REG1_5","All regions","MOZ","Mozambique","RPI","Restricted physical integrity","2023","2023",7.8,,
"REG1_5","All regions","MOZ","Mozambique","RAPFR","Access to productive and financial assets","2023","2023",32.9,,
"REG1_5","All regions","MOZ","Mozambique","RCL","Restricted civil liberties","2023","2023",12.6,,
"REG1_3","Asia","MMR","Myanmar","SIGI","SIGI 2023","2023","2023",43.8,,
"REG1_3","Asia","MMR","Myanmar","DF","Discrimination in the family","2023","2023",40.1,,
"REG1_3","Asia","MMR","Myanmar","RPI","Restricted physical integrity","2023","2023",54.9,,
"REG1_3","Asia","MMR","Myanmar","RAPFR","Access to productive and financial assets","2023","2023",45.9,,
"REG1_3","Asia","MMR","Myanmar","RCL","Restricted civil liberties","2023","2023",33,,
"REG1_5","All regions","MMR","Myanmar","SIGI","SIGI 2023","2023","2023",43.8,,
"REG1_5","All regions","MMR","Myanmar","DF","Discrimination in the family","2023","2023",40.1,,
"REG1_5","All regions","MMR","Myanmar","RPI","Restricted physical integrity","2023","2023",54.9,,
"REG1_5","All regions","MMR","Myanmar","RAPFR","Access to productive and financial assets","2023","2023",45.9,,
"REG1_5","All regions","MMR","Myanmar","RCL","Restricted civil liberties","2023","2023",33,,
"REG1_1","Africa","NAM","Namibia","SIGI","SIGI 2023","2023","2023",27.6,,
"REG1_1","Africa","NAM","Namibia","DF","Discrimination in the family","2023","2023",26.1,,
"REG1_1","Africa","NAM","Namibia","RPI","Restricted physical integrity","2023","2023",48.5,,
"REG1_1","Africa","NAM","Namibia","RAPFR","Access to productive and financial assets","2023","2023",26.1,,
"REG1_1","Africa","NAM","Namibia","RCL","Restricted civil liberties","2023","2023",4.6,,
"REG1_5","All regions","NAM","Namibia","SIGI","SIGI 2023","2023","2023",27.6,,
"REG1_5","All regions","NAM","Namibia","DF","Discrimination in the family","2023","2023",26.1,,
"REG1_5","All regions","NAM","Namibia","RPI","Restricted physical integrity","2023","2023",48.5,,
"REG1_5","All regions","NAM","Namibia","RAPFR","Access to productive and financial assets","2023","2023",26.1,,
"REG1_5","All regions","NAM","Namibia","RCL","Restricted civil liberties","2023","2023",4.6,,
"REG1_3","Asia","NPL","Nepal","SIGI","SIGI 2023","2023","2023",30.6,,
"REG1_3","Asia","NPL","Nepal","DF","Discrimination in the family","2023","2023",40,,
"REG1_3","Asia","NPL","Nepal","RPI","Restricted physical integrity","2023","2023",14.4,,
"REG1_3","Asia","NPL","Nepal","RAPFR","Access to productive and financial assets","2023","2023",15.8,,
"REG1_3","Asia","NPL","Nepal","RCL","Restricted civil liberties","2023","2023",47.9,,
"REG1_5","All regions","NPL","Nepal","SIGI","SIGI 2023","2023","2023",30.6,,
"REG1_5","All regions","NPL","Nepal","DF","Discrimination in the family","2023","2023",40,,
"REG1_5","All regions","NPL","Nepal","RPI","Restricted physical integrity","2023","2023",14.4,,
"REG1_5","All regions","NPL","Nepal","RAPFR","Access to productive and financial assets","2023","2023",15.8,,
"REG1_5","All regions","NPL","Nepal","RCL","Restricted civil liberties","2023","2023",47.9,,
"REG1_2","Americas","NIC","Nicaragua","SIGI","SIGI 2023","2023","2023",21.2,,
"REG1_2","Americas","NIC","Nicaragua","DF","Discrimination in the family","2023","2023",10.6,,
"REG1_2","Americas","NIC","Nicaragua","RPI","Restricted physical integrity","2023","2023",28.7,,
"REG1_2","Americas","NIC","Nicaragua","RAPFR","Access to productive and financial assets","2023","2023",19,,
"REG1_2","Americas","NIC","Nicaragua","RCL","Restricted civil liberties","2023","2023",25.4,,
"REG1_5","All regions","NIC","Nicaragua","SIGI","SIGI 2023","2023","2023",21.2,,
"REG1_5","All regions","NIC","Nicaragua","DF","Discrimination in the family","2023","2023",10.6,,
"REG1_5","All regions","NIC","Nicaragua","RPI","Restricted physical integrity","2023","2023",28.7,,
"REG1_5","All regions","NIC","Nicaragua","RAPFR","Access to productive and financial assets","2023","2023",19,,
"REG1_5","All regions","NIC","Nicaragua","RCL","Restricted civil liberties","2023","2023",25.4,,
"REG1_1","Africa","NER","Niger","SIGI","SIGI 2023","2023","2023",60.1,,
"REG1_1","Africa","NER","Niger","DF","Discrimination in the family","2023","2023",84.1,,
"REG1_1","Africa","NER","Niger","RPI","Restricted physical integrity","2023","2023",33.8,,
"REG1_1","Africa","NER","Niger","RAPFR","Access to productive and financial assets","2023","2023",84.1,,
"REG1_1","Africa","NER","Niger","RCL","Restricted civil liberties","2023","2023",22.9,,
"REG1_5","All regions","NER","Niger","SIGI","SIGI 2023","2023","2023",60.1,,
"REG1_5","All regions","NER","Niger","DF","Discrimination in the family","2023","2023",84.1,,
"REG1_5","All regions","NER","Niger","RPI","Restricted physical integrity","2023","2023",33.8,,
"REG1_5","All regions","NER","Niger","RAPFR","Access to productive and financial assets","2023","2023",84.1,,
"REG1_5","All regions","NER","Niger","RCL","Restricted civil liberties","2023","2023",22.9,,
"REG1_1","Africa","NGA","Nigeria","SIGI","SIGI 2023","2023","2023",42.4,,
"REG1_1","Africa","NGA","Nigeria","DF","Discrimination in the family","2023","2023",56.5,,
"REG1_1","Africa","NGA","Nigeria","RPI","Restricted physical integrity","2023","2023",28.5,,
"REG1_1","Africa","NGA","Nigeria","RAPFR","Access to productive and financial assets","2023","2023",35.4,,
"REG1_1","Africa","NGA","Nigeria","RCL","Restricted civil liberties","2023","2023",46.9,,
"REG1_5","All regions","NGA","Nigeria","SIGI","SIGI 2023","2023","2023",42.4,,
"REG1_5","All regions","NGA","Nigeria","DF","Discrimination in the family","2023","2023",56.5,,
"REG1_5","All regions","NGA","Nigeria","RPI","Restricted physical integrity","2023","2023",28.5,,
"REG1_5","All regions","NGA","Nigeria","RAPFR","Access to productive and financial assets","2023","2023",35.4,,
"REG1_5","All regions","NGA","Nigeria","RCL","Restricted civil liberties","2023","2023",46.9,,
"REG1_3","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","SIGI","SIGI 2023","2023","2023",51,,
"REG1_3","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","DF","Discrimination in the family","2023","2023",80.2,,
"REG1_3","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","RPI","Restricted physical integrity","2023","2023",35.2,,
"REG1_3","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","RAPFR","Access to productive and financial assets","2023","2023",41.7,,
"REG1_3","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","RCL","Restricted civil liberties","2023","2023",39.7,,
"REG1_5","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","SIGI","SIGI 2023","2023","2023",51,,
"REG1_5","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","DF","Discrimination in the family","2023","2023",80.2,,
"REG1_5","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","RPI","Restricted physical integrity","2023","2023",35.2,,
"REG1_5","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","RAPFR","Access to productive and financial assets","2023","2023",41.7,,
"REG1_5","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","RCL","Restricted civil liberties","2023","2023",39.7,,
"REG1_3","Asia","OMN","Oman","DF","Discrimination in the family","2023","2023",86.5,,
"REG1_3","Asia","OMN","Oman","RAPFR","Access to productive and financial assets","2023","2023",42.8,,
"REG1_5","All regions","OMN","Oman","DF","Discrimination in the family","2023","2023",86.5,,
"REG1_5","All regions","OMN","Oman","RAPFR","Access to productive and financial assets","2023","2023",42.8,,
"REG1_3","Asia","PAK","Pakistan","SIGI","SIGI 2023","2023","2023",59.7,,
"REG1_3","Asia","PAK","Pakistan","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_3","Asia","PAK","Pakistan","RPI","Restricted physical integrity","2023","2023",44.8,,
"REG1_3","Asia","PAK","Pakistan","RAPFR","Access to productive and financial assets","2023","2023",48.3,,
"REG1_3","Asia","PAK","Pakistan","RCL","Restricted civil liberties","2023","2023",53.6,,
"REG1_5","All regions","PAK","Pakistan","SIGI","SIGI 2023","2023","2023",59.7,,
"REG1_5","All regions","PAK","Pakistan","DF","Discrimination in the family","2023","2023",86.3,,
"REG1_5","All regions","PAK","Pakistan","RPI","Restricted physical integrity","2023","2023",44.8,,
"REG1_5","All regions","PAK","Pakistan","RAPFR","Access to productive and financial assets","2023","2023",48.3,,
"REG1_5","All regions","PAK","Pakistan","RCL","Restricted civil liberties","2023","2023",53.6,,
"REG1_2","Americas","PAN","Panama","SIGI","SIGI 2023","2023","2023",15.2,,
"REG1_2","Americas","PAN","Panama","DF","Discrimination in the family","2023","2023",1.9,,
"REG1_2","Americas","PAN","Panama","RPI","Restricted physical integrity","2023","2023",25.2,,
"REG1_2","Americas","PAN","Panama","RAPFR","Access to productive and financial assets","2023","2023",20.6,,
"REG1_2","Americas","PAN","Panama","RCL","Restricted civil liberties","2023","2023",11.4,,
"REG1_5","All regions","PAN","Panama","SIGI","SIGI 2023","2023","2023",15.2,,
"REG1_5","All regions","PAN","Panama","DF","Discrimination in the family","2023","2023",1.9,,
"REG1_5","All regions","PAN","Panama","RPI","Restricted physical integrity","2023","2023",25.2,,
"REG1_5","All regions","PAN","Panama","RAPFR","Access to productive and financial assets","2023","2023",20.6,,
"REG1_5","All regions","PAN","Panama","RCL","Restricted civil liberties","2023","2023",11.4,,
"REG1_3","Asia","PNG","Papua New Guinea","DF","Discrimination in the family","2023","2023",48.8,,
"REG1_3","Asia","PNG","Papua New Guinea","RPI","Restricted physical integrity","2023","2023",42.1,,
"REG1_5","All regions","PNG","Papua New Guinea","DF","Discrimination in the family","2023","2023",48.8,,
"REG1_5","All regions","PNG","Papua New Guinea","RPI","Restricted physical integrity","2023","2023",42.1,,
"REG1_2","Americas","PRY","Paraguay","SIGI","SIGI 2023","2023","2023",20.6,,
"REG1_2","Americas","PRY","Paraguay","DF","Discrimination in the family","2023","2023",9.8,,
"REG1_2","Americas","PRY","Paraguay","RPI","Restricted physical integrity","2023","2023",25.2,,
"REG1_2","Americas","PRY","Paraguay","RAPFR","Access to productive and financial assets","2023","2023",3.4,,
"REG1_2","Americas","PRY","Paraguay","RCL","Restricted civil liberties","2023","2023",40.1,,
"REG1_5","All regions","PRY","Paraguay","SIGI","SIGI 2023","2023","2023",20.6,,
"REG1_5","All regions","PRY","Paraguay","DF","Discrimination in the family","2023","2023",9.8,,
"REG1_5","All regions","PRY","Paraguay","RPI","Restricted physical integrity","2023","2023",25.2,,
"REG1_5","All regions","PRY","Paraguay","RAPFR","Access to productive and financial assets","2023","2023",3.4,,
"REG1_5","All regions","PRY","Paraguay","RCL","Restricted civil liberties","2023","2023",40.1,,
"REG1_2","Americas","PER","Peru","SIGI","SIGI 2023","2023","2023",18.6,,
"REG1_2","Americas","PER","Peru","DF","Discrimination in the family","2023","2023",36.7,,
"REG1_2","Americas","PER","Peru","RPI","Restricted physical integrity","2023","2023",21.3,,
"REG1_2","Americas","PER","Peru","RAPFR","Access to productive and financial assets","2023","2023",8.6,,
